,X1,X2,X3
0,0.6288058508506043,0.03926737110484957,0.4738463726278991
1,0.13986803774102108,0.4518567432016547,0.3233888321428776
2,0.3118714910499758,0.4229655642678477,0.09868859810776542
3,0.27261272379596213,0.035785996447676105,0.8760495531442023
4,0.280287174516354,0.1697497650021651,0.2348353648730508
5,0.8465750460063167,0.18516387179114857,0.7402726264804524
6,0.7988739781662393,0.9063038389149265,0.9806939919824756
7,0.48388522279132207,0.9218289736586511,0.0648147282939846
8,0.4041764955834284,0.8213757427485233,0.0922151657430681
9,0.6917502679933346,0.5593978652421103,0.7848565309088953
10,0.03839791531861059,0.6421058409821899,0.8601609513090858
11,0.4242223141550088,0.7904567901789756,0.055711165270077134
12,0.5001906118215337,0.6577635631227892,0.9956562780193903
13,0.7096546260112374,0.5040143329115845,0.1780394233026522
14,0.22333605626460795,0.7404888227978703,0.03399275743364161
15,0.7511716753886081,0.9755537092656946,0.5594817179845029
16,0.6113588737814168,0.40853297244897613,0.10251490403280217
17,0.6420917189256194,0.41547662399084584,0.43513008928249153
18,0.6162395586465286,0.13896056392190703,0.32662276422913006
19,0.7005796121848318,0.9720807132558285,0.44483074570693726
20,0.9078897274839965,0.09019159615557637,0.9840308282610186
21,0.8937871442819223,0.6947084602556993,0.8108792605517074
22,0.3118896961138937,0.32249956980509487,0.30733076035738915
23,0.25583050475961155,0.5397015168603688,0.0656740959804859
24,0.9587814199571675,0.4811133293152058,0.5795869279286174
25,0.3280115961819495,0.4277486421205684,0.8541991283672481
26,0.7894879870083784,0.2937909609072423,0.6402429181990991
27,0.1016306230389008,0.32150463306645405,0.6114142151856912
28,0.5114410478906919,0.8670301807990307,0.75920997207764
29,0.15291270432055215,0.99292194765557,0.8967671642626434
30,0.48759865884672626,0.4932121808588672,0.7237202247879803
31,0.9099332887017384,0.21560207635190143,0.40849979994927366
32,0.9893746355042279,0.25974977206344285,0.799461781275147
33,0.6797958840521433,0.1895358243738997,0.21896980636222318
34,0.6789366253701737,0.04364703956692506,0.40608960016593376
35,0.21522339623991893,0.4199192759389545,0.20475659453767148
36,0.41594134178215836,0.5375132311402331,0.13246749303465222
37,0.4630910945260521,0.360525808522033,0.3992882351724464
38,0.7201124472675381,0.986316856651298,0.2959206719506059
39,0.9682284622091022,0.4954190107826625,0.6475544480973143
40,0.13891803090756893,0.6771419194827408,0.9750576874916841
41,0.6777427858507156,0.20497150481024262,0.6427352308910467
42,0.5772591368484148,0.45584622281275844,0.3706261149720742
43,0.09652185066256236,0.8415644098732344,0.18122470603169338
44,0.3943361116394204,0.5663132036515717,0.22760085847031897
45,0.04955886414173405,0.3036045606155222,0.8895057976396189
46,0.751064503741934,0.817373026991963,0.17562967974935806
47,0.2813445477325931,0.5123236740939946,0.1172378487121365
48,0.35864094801249646,0.19137127377465846,0.6635927998868694
49,0.043652919390364864,0.35155464854304075,0.7934555684918941
50,0.6767430966275442,0.17949772351238824,0.5408969694200033
51,0.08533428146999844,0.28748666935207,0.8280279176457407
52,0.0658714432129881,0.3370458067025158,0.40675512274405
53,0.5403525172401265,0.8985742708955251,0.7307453215418871
54,0.6271702992490455,0.23287234937983026,0.3813061304909724
55,0.40066093838899963,0.38152920094612375,0.6589965961305063
56,0.2939564255851155,0.9232971982051438,0.5391740315601811
57,0.29349814485867876,0.011230037754108912,0.902853577924825
58,0.6823304959905961,0.6858288940620192,0.8856367205755606
59,0.10021151336096668,0.11830462931148367,0.304812035129848
